Meeting|Topics|Speaker|Segment ID
ES2006c|ES2006c=Wood|A|200
ES2006c|ES2006c=Wood|B|417
ES2006c|ES2006c=Wood|A|202
ES2006c|ES2006c=Wood|C|745
ES2006c|ES2006c=Wood|B|419
ES2006c|ES2006c=Wood|D|991
ES2006c|ES2006c=Wood|A|204
ES2006c|ES2006c=Wood|C|747
ES2006c|ES2006c=Push-buttons|B|421
ES2006c|ES2006c=Push-buttons|D|993
ES2006c|ES2006c=Push-buttons|C|751
ES2006c|ES2006c=Push-buttons|B|423
ES2006c|ES2006c=Push-buttons|A|208
ES2006c|ES2006c=Push-buttons|D|995
ES2006c|ES2006c=Push-buttons|A|210
ES2006c|ES2006c=Push-buttons|D|997
ES2006c|ES2006c=Push-buttons|C|753
ES2006c|ES2006c=Push-buttons|B|425
ES2006c|ES2006c=Push-buttons|A|212
ES2006c|ES2006c=Push-buttons|C|755
ES2006c|ES2006c=Push-buttons|A|214
ES2006c|ES2006c=Push-buttons|C|757
ES2006c|ES2006c=Push-buttons|B|427
ES2006c|ES2006c=Push-buttons|B|429
ES2006c|ES2006c=Push-buttons|C|759
ES2006c|ES2006c=Push-buttons|A|216
ES2006c|ES2006c=Push-buttons|D|999
ES2006c|ES2006c=Push-buttons|C|761
ES2006c|ES2006c=Push-buttons|A|218
ES2006c|ES2006c=Push-buttons|D|1001
ES2006c|ES2006c=Push-buttons|A|220
ES2006c|ES2006c=Push-buttons|B|431
ES2006c|ES2006c=Push-buttons|B|433
ES2006c|ES2006c=Push-buttons|C|763
ES2006c|ES2006c=Push-buttons|A|222
ES2006c|ES2006c=Push-buttons|A|224
ES2006c|ES2006c=Push-buttons|B|435
ES2006c|ES2006c=Push-buttons|D|1003
ES2006c|ES2006c=Push-buttons|C|765
ES2006c|ES2006c=Push-buttons|A|226
ES2006c|ES2006c=Push-buttons|B|437
ES2006c|ES2006c=Push-buttons|D|1005
ES2006c|ES2006c=Push-buttons|C|767
ES2006c|ES2006c=Push-buttons|C|769
ES2006c|ES2006c=Push-buttons|D|1007
ES2006c|ES2006c=Push-buttons|A|228
ES2006c|ES2006c=Push-buttons|D|1009
ES2006c|ES2006c=Push-buttons|C|771
ES2006c|ES2006c=Push-buttons|A|230
ES2006c|ES2006c=Push-buttons|A|232
ES2006d|ES2006d=Flipping open|A|107
ES2006d|ES2006d=Flipping open|B|428
ES2006d|ES2006d=Flipping open|A|109
ES2006d|ES2006d=Flipping open|C|867
ES2006d|ES2006d=Flipping open|C|869
ES2006d|ES2006d=Flipping open|D|1321
ES2006d|ES2006d=Flipping open|A|111
ES2006d|ES2006d=Flipping open|C|871
ES2006d|ES2006d=Flipping open|B|430
ES2006d|ES2006d=Flipping open|A|113
ES2006d|ES2006d=Flipping open|B|432
ES2006d|ES2006d=Flipping open|D|1323
ES2006d|ES2006d=Flipping open|A|115
ES2006d|ES2006d=Flipping open|C|873
ES2006d|ES2006d=Flipping open|B|434
ES2006d|ES2006d=Flipping open|B|436
ES2006d|ES2006d=Flipping open|A|117
ES2006d|ES2006d=Flipping open|C|875
ES2006d|ES2006d=Flipping open|B|438
ES2006d|ES2006d=Flipping open|D|1325
ES2006d|ES2006d=Flipping open|B|440
ES2006d|ES2006d=Flipping open|D|1327
ES2006d|ES2006d=Flipping open|A|119
ES2006d|ES2006d=Flipping open|B|442
ES2006d|ES2006d=Flipping open|A|121
ES2006d|ES2006d=Technologically innovative|C|923
ES2006d|ES2006d=Technologically innovative|A|163
ES2006d|ES2006d=Technologically innovative|A|165
ES2006d|ES2006d=Technologically innovative|D|1349
ES2006d|ES2006d=Technologically innovative|C|925
ES2006d|ES2006d=Technologically innovative|B|482
ES2006d|ES2006d=Technologically innovative|D|1351
ES2006d|ES2006d=Technologically innovative|D|1353
ES2006d|ES2006d=Technologically innovative|C|927
ES2006d|ES2006d=Technologically innovative|B|484
ES2006d|ES2006d=Technologically innovative|C|929
ES2006d|ES2006d=Technologically innovative|D|1355
ES2006d|ES2006d=Technologically innovative|A|167
ES2006d|ES2006d=Technologically innovative|B|486
ES2006d|ES2006d=Technologically innovative|C|931
ES2006d|ES2006d=Technologically innovative|B|488
ES2006d|ES2006d=Technologically innovative|B|490
ES2006d|ES2006d=Technologically innovative|D|1357
ES2006d|ES2006d=Technologically innovative|A|169
ES2006d|ES2006d=Technologically innovative|D|1359
ES2006d|ES2006d=Technologically innovative|C|933
ES2006d|ES2006d=Technologically innovative|B|492
ES2006d|ES2006d=Technologically innovative|A|171
ES2006d|ES2006d=Technologically innovative|A|173
ES2006d|ES2006d=Technologically innovative|B|494
ES2006d|ES2006d=Technologically innovative|C|935
ES2006d|ES2006d=Technologically innovative|C|937
ES2006d|ES2006d=Technologically innovative|A|175
ES2006d|ES2006d=Technologically innovative|D|1361
ES2006d|ES2006d=Technologically innovative|B|496
ES2007a|ES2007a=TV Remote|C|456
ES2007a|ES2007a=TV Remote|A|177
ES2007a|ES2007a=TV Remote|C|458
ES2007a|ES2007a=TV Remote|A|179
ES2007a|ES2007a=TV Remote|C|460
ES2007a|ES2007a=TV Remote|B|326
ES2007a|ES2007a=TV Remote|C|462
ES2007a|ES2007a=TV Remote|C|464
ES2007a|ES2007a=TV Remote|A|181
ES2007a|ES2007a=TV Remote|C|466
ES2007a|ES2007a=TV Remote|A|183
ES2007a|ES2007a=TV Remote|C|468
ES2007a|ES2007a=TV Remote|A|185
ES2007a|ES2007a=TV Remote|C|470
ES2007a|ES2007a=TV Remote|A|187
ES2007a|ES2007a=TV Remote|A|189
ES2007a|ES2007a=TV Remote|D|653
ES2007a|ES2007a=TV Remote|A|191
ES2007a|ES2007a=TV Remote|C|472
ES2007a|ES2007a=TV Remote|A|193
ES2007a|ES2007a=TV Remote|B|328
ES2007a|ES2007a=TV Remote|C|474
ES2007a|ES2007a=TV Remote|A|195
ES2007a|ES2007a=TV Remote|C|476
ES2007a|ES2007a=TV Remote|B|330
ES2007a|ES2007a=TV Remote|D|655
ES2007a|ES2007a=TV Remote|A|197
ES2007a|ES2007a=TV Remote|C|478
ES2007a|ES2007a=TV Remote|B|332
ES2007a|ES2007a=TV Remote|C|480
ES2007a|ES2007a=TV Remote|A|199
ES2007a|ES2007a=TV Remote|C|482
ES2007a|ES2007a=TV Remote|C|484
ES2007a|ES2007a=TV Remote|B|334
ES2007a|ES2007a=TV Remote|C|486
ES2007b|ES2007b=Signal strength|C|404
ES2007b|ES2007b=Signal strength|A|53
ES2007b|ES2007b=Signal strength|B|304
ES2007b|ES2007b=Signal strength|A|55
ES2007b|ES2007b=Signal strength|C|406
ES2007b|ES2007b=Signal strength|B|306
ES2007b|ES2007b=Signal strength|D|587
ES2007b|ES2007b=Signal strength|C|408
ES2007b|ES2007b=Signal strength|B|308
ES2007b|ES2007b=Signal strength|B|310
ES2007b|ES2007b=Signal strength|D|589
ES2007b|ES2007b=Signal strength|B|312
ES2007b|ES2007b=Signal strength|D|591
ES2007b|ES2007b=Signal strength|D|593
ES2007b|ES2007b=Signal strength|B|314
ES2007b|ES2007b=Signal strength|D|595
ES2007b|ES2007b=Signal strength|B|316
ES2007b|ES2007b=Signal strength|A|57
ES2007b|ES2007b=Signal strength|D|597
ES2007b|ES2007b=Signal strength|B|318
ES2007b|ES2007b=Signal strength|A|59
ES2007b|ES2007b=Signal strength|B|320
ES2007b|ES2007b=Signal strength|D|599
ES2007b|ES2007b=Signal strength|B|322
ES2007b|ES2007b=Signal strength|B|324
ES2007b|ES2007b=Signal strength|D|601
ES2007b|ES2007b=Signal strength|A|61
ES2007b|ES2007b=Signal strength|A|63
ES2007b|ES2007b=Voice activation|D|661
ES2007b|ES2007b=Voice activation|A|119
ES2007b|ES2007b=Voice activation|B|338
ES2007b|ES2007b=Voice activation|A|121
ES2007b|ES2007b=Voice activation|C|484
ES2007b|ES2007b=Voice activation|D|663
ES2007b|ES2007b=Voice activation|A|123
ES2007b|ES2007b=Voice activation|D|665
ES2007b|ES2007b=Voice activation|A|125
ES2007b|ES2007b=Voice activation|C|486
ES2007b|ES2007b=Voice activation|D|667
ES2007b|ES2007b=Voice activation|D|669
ES2007b|ES2007b=Voice activation|D|671
ES2007b|ES2007b=Voice activation|D|673
ES2007b|ES2007b=Voice activation|C|488
ES2007b|ES2007b=Voice activation|A|127
ES2007b|ES2007b=Voice activation|D|675
ES2007b|ES2007b=Voice activation|A|129
ES2007b|ES2007b=Remote recognizability|D|713
ES2007b|ES2007b=Remote recognizability|A|177
ES2007b|ES2007b=Remote recognizability|C|530
ES2007b|ES2007b=Remote recognizability|D|715
ES2007b|ES2007b=Remote recognizability|C|532
ES2007b|ES2007b=Remote recognizability|A|179
ES2007b|ES2007b=Remote recognizability|C|534
ES2007b|ES2007b=Remote recognizability|D|717
ES2007b|ES2007b=Remote recognizability|A|181
ES2007b|ES2007b=Remote recognizability|C|536
ES2007b|ES2007b=Remote recognizability|A|183
ES2007b|ES2007b=Remote recognizability|D|719
ES2007b|ES2007b=Remote recognizability|A|185
ES2007b|ES2007b=Remote recognizability|C|538
ES2007b|ES2007b=Remote recognizability|D|721
ES2007b|ES2007b=Remote recognizability|A|187
ES2007b|ES2007b=Remote recognizability|B|356
ES2007b|ES2007b=Remote recognizability|D|723
ES2007b|ES2007b=Remote recognizability|B|358
ES2007b|ES2007b=Remote recognizability|B|360
ES2007b|ES2007b=Remote recognizability|A|189
ES2007b|ES2007b=Remote recognizability|A|191
ES2007c|ES2007c=Rubber remote|B|428
ES2007c|ES2007c=Rubber remote|B|430
ES2007c|ES2007c=Rubber remote|A|43
ES2007c|ES2007c=Rubber remote|B|432
ES2007c|ES2007c=Rubber remote|C|652
ES2007c|ES2007c=Rubber remote|B|434
ES2007c|ES2007c=Rubber remote|A|45
ES2007c|ES2007c=Rubber remote|C|654
ES2007c|ES2007c=Rubber remote|C|656
ES2007c|ES2007c=Rubber remote|B|436
ES2007c|ES2007c=Rubber remote|D|934
ES2007c|ES2007c=Rubber remote|D|936
ES2007c|ES2007c=Rubber remote|B|438
ES2007c|ES2007c=Rubber remote|B|440
ES2007c|ES2007c=Rubber remote|D|938
ES2007c|ES2007c=Rubber remote|A|47
ES2007c|ES2007c=Rubber remote|D|940
ES2007c|ES2007c=Rubber remote|B|442
ES2007c|ES2007c=Rubber remote|A|49
ES2007c|ES2007c=Rubber remote|D|942
ES2007c|ES2007c=Rubber remote|B|444
ES2007c|ES2007c=Rubber remote|B|446
ES2007c|ES2007c=Rubber remote|A|51
ES2007c|ES2007c=Rubber remote|B|448
ES2007c|ES2007c=Rubber remote|A|53
ES2007c|ES2007c=Rubber remote|B|450
ES2007c|ES2007c=Rubber remote|B|452
ES2007c|ES2007c=Rubber remote|A|55
ES2007c|ES2007c=Rubber remote|B|454
ES2007c|ES2007c=Rubber remote|C|658
ES2007c|ES2007c=Rubber remote|A|57
ES2007c|ES2007c=Rubber remote|B|456
ES2007c|ES2007c=Rubber remote|A|59
ES2007c|ES2007c=Rubber remote|B|458
ES2007c|ES2007c=Rubber remote|C|660
ES2007c|ES2007c=Rubber remote|B|460
ES2007c|ES2007c=Rubber remote|B|462
ES2007c|ES2007c=Rubber remote|A|61
ES2007c|ES2007c=Rubber remote|C|662
ES2007c|ES2007c=Sample sensor|D|946
ES2007c|ES2007c=Sample sensor|C|664
ES2007c|ES2007c=Sample sensor|A|91
ES2007c|ES2007c=Sample sensor|D|948
ES2007c|ES2007c=Sample sensor|B|494
ES2007c|ES2007c=Sample sensor|A|93
ES2007c|ES2007c=Sample sensor|D|950
ES2007c|ES2007c=Sample sensor|D|952
ES2007c|ES2007c=Sample sensor|B|496
ES2007c|ES2007c=Sample sensor|C|666
ES2007c|ES2007c=Sample sensor|A|95
ES2007c|ES2007c=Sample sensor|C|668
ES2007c|ES2007c=Sample sensor|A|97
ES2007c|ES2007c=Sample sensor|C|670
ES2007c|ES2007c=Sample sensor|C|672
ES2007c|ES2007c=Sample sensor|A|99
ES2007c|ES2007c=Sample sensor|B|498
ES2007c|ES2007c=Sample sensor|D|954
ES2007c|ES2007c=Sample sensor|D|956
ES2007c|ES2007c=Sample sensor|A|101
ES2007c|ES2007c=Sample sensor|A|103
ES2007c|ES2007c=Sample sensor|D|958
ES2007c|ES2007c=Sample sensor|B|500
ES2007c|ES2007c=Sample sensor|D|960
ES2007c|ES2007c=Sample sensor|B|502
ES2007c|ES2007c=Sample sensor|C|674
ES2007c|ES2007c=Sample sensor|A|105
ES2007c|ES2007c=Sample sensor|B|504
ES2007c|ES2007c=Sample sensor|A|107
ES2007c|ES2007c=Sample sensor|A|109
ES2007c|ES2007c=Bluetooth|D|1028
ES2007c|ES2007c=Bluetooth|D|1030
ES2007c|ES2007c=Bluetooth|A|217
ES2007c|ES2007c=Bluetooth|D|1032
ES2007c|ES2007c=Bluetooth|D|1034
ES2007c|ES2007c=Bluetooth|A|219
ES2007c|ES2007c=Bluetooth|C|752
ES2007c|ES2007c=Bluetooth|D|1036
ES2007c|ES2007c=Bluetooth|C|754
ES2007c|ES2007c=Bluetooth|A|221
ES2007c|ES2007c=Bluetooth|D|1038
ES2007c|ES2007c=Bluetooth|C|756
ES2007c|ES2007c=Bluetooth|A|223
ES2007c|ES2007c=Bluetooth|D|1040
ES2007c|ES2007c=Bluetooth|A|225
ES2007c|ES2007c=Bluetooth|D|1042
ES2007c|ES2007c=Bluetooth|B|536
ES2007c|ES2007c=Bluetooth|A|227
ES2007c|ES2007c=Bluetooth|B|538
ES2007c|ES2007c=Bluetooth|B|540
ES2007c|ES2007c=Bluetooth|A|229
ES2007c|ES2007c=Bluetooth|C|758
ES2007c|ES2007c=Bluetooth|B|542
ES2007c|ES2007c=Bluetooth|A|231
ES2007c|ES2007c=Bluetooth|B|544
ES2007c|ES2007c=Bluetooth|A|233
ES2007c|ES2007c=Bluetooth|B|546
ES2007c|ES2007c=Bluetooth|C|760
ES2007c|ES2007c=Bluetooth|D|1044
ES2007c|ES2007c=Bluetooth|D|1046
ES2007c|ES2007c=Bluetooth|D|1048
ES2007c|ES2007c=Bluetooth|A|235
ES2007c|ES2007c=Bluetooth|D|1050
ES2007c|ES2007c=Remote color|D|1104
ES2007c|ES2007c=Remote color|B|568
ES2007c|ES2007c=Remote color|B|570
ES2007c|ES2007c=Remote color|C|796
ES2007c|ES2007c=Remote color|D|1106
ES2007c|ES2007c=Remote color|D|1108
ES2007c|ES2007c=Remote color|A|271
ES2007c|ES2007c=Remote color|D|1110
ES2007c|ES2007c=Remote color|C|798
ES2007c|ES2007c=Remote color|A|273
ES2007c|ES2007c=Remote color|C|800
ES2007c|ES2007c=Remote color|D|1112
ES2007c|ES2007c=Remote color|A|275
ES2007c|ES2007c=Remote color|B|572
ES2007c|ES2007c=Remote color|C|802
ES2007c|ES2007c=Remote color|B|574
ES2007c|ES2007c=Remote color|A|277
ES2007c|ES2007c=Remote color|C|804
ES2007c|ES2007c=Remote color|A|279
ES2007c|ES2007c=Remote color|A|281
ES2007c|ES2007c=Remote color|D|1114
ES2007c|ES2007c=Remote color|A|283
ES2007c|ES2007c=Remote color|B|576
ES2007c|ES2007c=Remote color|A|285
ES2007c|ES2007c=Remote color|D|1116
ES2007c|ES2007c=Remote color|D|1118
ES2007c|ES2007c=Remote color|D|1120
ES2007c|ES2007c=Remote color|A|287
ES2007c|ES2007c=Remote color|D|1122
ES2007c|ES2007c=Remote color|A|289
ES2007c|ES2007c=Remote color|D|1124
ES2007c|ES2007c=Remote color|A|291
ES2007c|ES2007c=Remote color|C|806
ES2007c|ES2007c=Remote color|D|1126
ES2007c|ES2007c=Remote color|A|293
ES2007c|ES2007c=Remote color|B|578
ES2007c|ES2007c=Remote color|C|808
ES2007c|ES2007c=Remote color|A|295
ES2007c|ES2007c=Remote color|B|580
ES2007c|ES2007c=Remote color|A|297
ES2007c|ES2007c=Remote color|D|1128
ES2007c|ES2007c=Remote color|B|582
ES2007c|ES2007c=Remote color|C|810
ES2007c|ES2007c=Remote color|D|1130
ES2007c|ES2007c=Remote color|D|1132
ES2007c|ES2007c=Remote color|C|812
ES2007c|ES2007c=Remote color|D|1134
ES2007c|ES2007c=Remote color|D|1136
ES2007c|ES2007c=Remote color|A|299
ES2007c|ES2007c=Remote color|D|1138
ES2007c|ES2007c=Remote color|D|1140
ES2007c|ES2007c=Remote color|B|584
ES2007c|ES2007c=Remote color|B|586
ES2007c|ES2007c=Remote color|C|814
ES2007c|ES2007c=Remote color|A|301
ES2007c|ES2007c=Remote color|B|588
ES2007c|ES2007c=Remote color|C|816
ES2007c|ES2007c=Remote color|B|590
ES2007d|ES2007d=Left and right handed|A|38
ES2007d|ES2007d=Left and right handed|C|384
ES2007d|ES2007d=Left and right handed|B|247
ES2007d|ES2007d=Left and right handed|A|40
ES2007d|ES2007d=Left and right handed|C|386
ES2007d|ES2007d=Left and right handed|A|42
ES2007d|ES2007d=Left and right handed|C|388
ES2007d|ES2007d=Left and right handed|D|609
ES2007d|ES2007d=Left and right handed|D|611
ES2007d|ES2007d=Left and right handed|A|44
ES2007d|ES2007d=Left and right handed|B|249
ES2007d|ES2007d=Left and right handed|A|46
ES2007d|ES2007d=Left and right handed|D|613
ES2007d|ES2007d=Left and right handed|C|390
ES2007d|ES2007d=Left and right handed|D|615
ES2007d|ES2007d=Left and right handed|C|392
ES2007d|ES2007d=Left and right handed|B|251
ES2007d|ES2007d=Left and right handed|A|48
ES2007d|ES2007d=Left and right handed|B|253
ES2007d|ES2007d=Left and right handed|D|617
ES2007d|ES2007d=Left and right handed|B|255
ES2007d|ES2007d=Left and right handed|D|619
ES2007d|ES2007d=Left and right handed|D|621
ES2007d|ES2007d=Left and right handed|B|257
ES2007d|ES2007d=Left and right handed|A|50
ES2007d|ES2007d=Technology score|D|677
ES2007d|ES2007d=Technology score|B|287
ES2007d|ES2007d=Technology score|C|444
ES2007d|ES2007d=Technology score|A|118
ES2007d|ES2007d=Technology score|C|446
ES2007d|ES2007d=Technology score|A|120
ES2007d|ES2007d=Technology score|D|679
ES2007d|ES2007d=Technology score|D|681
ES2007d|ES2007d=Technology score|B|289
ES2007d|ES2007d=Technology score|D|683
ES2007d|ES2007d=Technology score|C|448
ES2007d|ES2007d=Technology score|B|291
ES2007d|ES2007d=Technology score|A|122
ES2007d|ES2007d=Technology score|B|293
ES2007d|ES2007d=Technology score|D|685
ES2007d|ES2007d=Technology score|D|687
ES2007d|ES2007d=Technology score|C|450
ES2007d|ES2007d=Technology score|B|295
ES2007d|ES2007d=Technology score|B|297
ES2007d|ES2007d=Technology score|C|452
ES2007d|ES2007d=Technology score|D|689
ES2007d|ES2007d=Remote lost score|D|707
ES2007d|ES2007d=Remote lost score|B|305
ES2007d|ES2007d=Remote lost score|A|138
ES2007d|ES2007d=Remote lost score|B|307
ES2007d|ES2007d=Remote lost score|C|466
ES2007d|ES2007d=Remote lost score|A|140
ES2007d|ES2007d=Remote lost score|B|309
ES2007d|ES2007d=Remote lost score|D|709
ES2007d|ES2007d=Remote lost score|C|468
ES2007d|ES2007d=Remote lost score|B|311
ES2007d|ES2007d=Remote lost score|C|470
ES2007d|ES2007d=Remote lost score|B|313
ES2007d|ES2007d=Remote lost score|D|711
ES2007d|ES2007d=Remote lost score|C|472
ES2007d|ES2007d=Remote lost score|A|142
ES2007d|ES2007d=Remote lost score|D|713
ES2007d|ES2007d=Remote lost score|C|474
ES2007d|ES2007d=Remote lost score|A|144
ES2007d|ES2007d=Remote lost score|A|146
ES2007d|ES2007d=Remote lost score|A|148
ES2007d|ES2007d=Remote lost score|C|476
ES2007d|ES2007d=Remote lost score|C|478
ES2007d|ES2007d=Remote lost score|D|715
ES2007d|ES2007d=Remote lost score|C|480
ES2007d|ES2007d=Remote lost score|D|717
ES2007d|ES2007d=Remote lost score|C|482
ES2007d|ES2007d=Remote lost score|D|719
ES2007d|ES2007d=Remote lost score|B|315
ES2007d|ES2007d=Remote lost score|C|484
ES2007d|ES2007d=Remote lost score|A|150
ES2007d|ES2007d=Remote lost score|D|721
ES2008a|ES2008a=Remote functionality|A|67
ES2008a|ES2008a=Remote functionality|B|177
ES2008a|ES2008a=Remote functionality|C|264
ES2008a|ES2008a=Remote functionality|B|179
ES2008a|ES2008a=Remote functionality|B|181
ES2008a|ES2008a=Remote functionality|A|69
ES2008a|ES2008a=Remote functionality|B|183
ES2008a|ES2008a=Remote functionality|D|373
ES2008a|ES2008a=Remote functionality|B|185
ES2008a|ES2008a=Remote functionality|A|71
ES2008a|ES2008a=Remote functionality|B|187
ES2008a|ES2008a=Remote functionality|B|189
ES2008a|ES2008a=Remote functionality|B|191
ES2008a|ES2008a=Remote functionality|A|73
ES2008a|ES2008a=Remote functionality|D|375
ES2008a|ES2008a=Remote functionality|D|377
ES2008a|ES2008a=Remote functionality|A|75
ES2008a|ES2008a=Remote functionality|B|193
ES2008a|ES2008a=Remote functionality|B|195
ES2008a|ES2008a=Remote functionality|B|197
ES2008a|ES2008a=Remote functionality|C|266
ES2008a|ES2008a=Remote functionality|B|199
ES2008a|ES2008a=Television only|C|268
ES2008a|ES2008a=Television only|A|77
ES2008a|ES2008a=Television only|C|270
ES2008a|ES2008a=Television only|A|79
ES2008a|ES2008a=Television only|C|272
ES2008a|ES2008a=Television only|B|201
ES2008a|ES2008a=Television only|A|81
ES2008a|ES2008a=Television only|A|83
ES2008a|ES2008a=Television only|D|379
ES2008a|ES2008a=Television only|A|85
ES2008a|ES2008a=Television only|D|381
ES2008a|ES2008a=Television only|C|274
ES2008a|ES2008a=Television only|B|203
ES2008a|ES2008a=Television only|D|383
ES2008a|ES2008a=Television only|A|87
ES2008a|ES2008a=Television only|C|276
ES2008a|ES2008a=Television only|C|278
ES2008a|ES2008a=Television only|B|205
ES2008a|ES2008a=Television only|C|280
ES2008a|ES2008a=Television only|B|207
ES2008a|ES2008a=Television only|C|282
ES2008b|ES2008b=Target group|A|156
ES2008b|ES2008b=Target group|D|850
ES2008b|ES2008b=Target group|D|852
ES2008b|ES2008b=Target group|B|442
ES2008b|ES2008b=Target group|D|854
ES2008b|ES2008b=Target group|D|856
ES2008b|ES2008b=Target group|A|158
ES2008b|ES2008b=Target group|B|444
ES2008b|ES2008b=Target group|C|662
ES2008b|ES2008b=Target group|A|160
ES2008b|ES2008b=Target group|C|664
ES2008b|ES2008b=Target group|C|666
ES2008b|ES2008b=Target group|D|858
ES2008b|ES2008b=Target group|B|446
ES2008b|ES2008b=Target group|B|448
ES2008b|ES2008b=Target group|C|668
ES2008b|ES2008b=Button groups|D|872
ES2008b|ES2008b=Button groups|C|680
ES2008b|ES2008b=Button groups|B|464
ES2008b|ES2008b=Button groups|C|682
ES2008b|ES2008b=Button groups|A|182
ES2008b|ES2008b=Button groups|A|184
ES2008b|ES2008b=Button groups|B|466
ES2008b|ES2008b=Button groups|D|874
ES2008b|ES2008b=Button groups|A|186
ES2008b|ES2008b=Button groups|D|876
ES2008b|ES2008b=Button groups|B|468
ES2008b|ES2008b=Button groups|A|188
ES2008b|ES2008b=Button groups|C|684
ES2008b|ES2008b=Button groups|A|190
ES2008b|ES2008b=Button groups|B|470
ES2008b|ES2008b=Button groups|D|878
ES2008b|ES2008b=Button groups|C|686
ES2008b|ES2008b=Button groups|A|192
ES2008b|ES2008b=Button groups|C|688
ES2008b|ES2008b=Button groups|B|472
ES2008b|ES2008b=Button groups|A|194
ES2008b|ES2008b=Button groups|D|880
ES2008b|ES2008b=Button groups|B|474
ES2008b|ES2008b=Button groups|C|690
ES2008b|ES2008b=Remote battery|A|280
ES2008b|ES2008b=Remote battery|A|282
ES2008b|ES2008b=Remote battery|B|534
ES2008b|ES2008b=Remote battery|D|928
ES2008b|ES2008b=Remote battery|A|284
ES2008b|ES2008b=Remote battery|D|930
ES2008b|ES2008b=Remote battery|B|536
ES2008b|ES2008b=Remote battery|C|728
ES2008b|ES2008b=Remote battery|C|730
ES2008b|ES2008b=Remote battery|A|286
ES2008b|ES2008b=Remote battery|B|538
ES2008b|ES2008b=Remote battery|C|732
ES2008b|ES2008b=Remote battery|C|734
ES2008b|ES2008b=Remote battery|B|540
ES2008b|ES2008b=Remote battery|C|736
ES2008b|ES2008b=Remote battery|C|738
ES2008b|ES2008b=Remote battery|B|542
ES2008b|ES2008b=Remote battery|A|288
ES2008b|ES2008b=Remote battery|C|740
ES2008b|ES2008b=Remote battery|B|544
ES2008b|ES2008b=Remote battery|A|290
ES2008b|ES2008b=Remote battery|D|932
ES2008c|ES2008c=LCD screen|B|326
ES2008c|ES2008c=LCD screen|C|603
ES2008c|ES2008c=LCD screen|B|328
ES2008c|ES2008c=LCD screen|B|330
ES2008c|ES2008c=LCD screen|C|605
ES2008c|ES2008c=LCD screen|B|332
ES2008c|ES2008c=LCD screen|A|61
ES2008c|ES2008c=LCD screen|B|334
ES2008c|ES2008c=LCD screen|C|607
ES2008c|ES2008c=LCD screen|C|609
ES2008c|ES2008c=LCD screen|A|63
ES2008c|ES2008c=LCD screen|B|336
ES2008c|ES2008c=LCD screen|A|65
ES2008c|ES2008c=LCD screen|B|338
ES2008c|ES2008c=LCD screen|C|611
ES2008c|ES2008c=LCD screen|B|340
ES2008c|ES2008c=Spongy remote|A|97
ES2008c|ES2008c=Spongy remote|C|639
ES2008c|ES2008c=Spongy remote|B|374
ES2008c|ES2008c=Spongy remote|A|99
ES2008c|ES2008c=Spongy remote|B|376
ES2008c|ES2008c=Spongy remote|C|641
ES2008c|ES2008c=Spongy remote|B|378
ES2008c|ES2008c=Spongy remote|A|101
ES2008c|ES2008c=Spongy remote|B|380
ES2008c|ES2008c=Spongy remote|B|382
ES2008c|ES2008c=Spongy remote|A|103
ES2008c|ES2008c=Spongy remote|D|798
ES2008c|ES2008c=Spongy remote|C|643
ES2008c|ES2008c=Spongy remote|B|384
ES2008c|ES2008c=Spongy remote|D|800
ES2008c|ES2008c=Spongy remote|C|645
ES2008c|ES2008c=Spongy remote|A|105
ES2008c|ES2008c=Spongy remote|B|386
ES2008c|ES2008c=Spongy remote|B|388
ES2008c|ES2008c=Spongy remote|B|390
ES2008c|ES2008c=Spongy remote|A|107
ES2008c|ES2008c=Spongy remote|D|802
ES2008c|ES2008c=Spongy remote|A|109
ES2008c|ES2008c=Spongy remote|B|392
ES2008c|ES2008c=Spongy remote|A|111
ES2008c|ES2008c=Spongy remote|C|647
ES2008c|ES2008c=Spongy remote|D|804
ES2008c|ES2008c=Spongy remote|A|113
ES2008c|ES2008c=Spongy remote|D|806
ES2008c|ES2008c=Spongy remote|A|115
ES2008c|ES2008c=Spongy remote|C|649
ES2008c|ES2008c=Spongy remote|A|117
ES2008c|ES2008c=Spongy remote|D|808
ES2008c|ES2008c=Spongy remote|B|394
ES2008c|ES2008c=Spongy remote|C|651
ES2008c|ES2008c=Spongy remote|C|653
ES2008c|ES2008c=Button pushing|C|655
ES2008c|ES2008c=Button pushing|A|121
ES2008c|ES2008c=Button pushing|D|810
ES2008c|ES2008c=Button pushing|C|657
ES2008c|ES2008c=Button pushing|B|396
ES2008c|ES2008c=Button pushing|A|123
ES2008c|ES2008c=Button pushing|C|659
ES2008c|ES2008c=Button pushing|B|398
ES2008c|ES2008c=Button pushing|B|400
ES2008c|ES2008c=Button pushing|A|125
ES2008c|ES2008c=Button pushing|D|812
ES2008c|ES2008c=Button pushing|B|402
ES2008c|ES2008c=Button pushing|A|127
ES2008c|ES2008c=Button pushing|C|661
ES2008c|ES2008c=Button pushing|B|404
ES2008c|ES2008c=Button pushing|A|129
ES2008c|ES2008c=Button pushing|C|663
ES2008c|ES2008c=Button pushing|B|406
ES2008c|ES2008c=Button pushing|B|408
ES2008c|ES2008c=Button pushing|B|410
ES2008c|ES2008c=Button pushing|A|131
ES2008c|ES2008c=Button pushing|C|665
ES2008c|ES2008c=Button pushing|B|412
